Wage,Age,Club,League,Nation,Position,Apps,Caps
"215,000",32,VfL Bochum,Bundesliga,GRE,Defender,237,5
"215,000",26,Vallecano,La Liga,ESP,Midfilder,210,0
"215,000",29,Elche,La Liga,COL,Defender,269,5
"215,000",25,Mallorca,La Liga,SVK,Goalkeeper,131,4
"214,000",30,FC Nantes,Ligue 1 Uber Eats,MLI,Defender,131,10
"214,000",30,Clermont,Ligue 1 Uber Eats,ALG,Defender,124,19
"214,000",23,Troyes,Ligue 1 Uber Eats,DEN,Defender,98,0
"213,000",20,VfB Stuttgart,Bundesliga,GER,Midfilder,27,0
"213,000",27,VTSC,Primiera Liga,POR,Goalkeeper,214,0
"213,000",29,VTSC,Primiera Liga,POR,Midfilder,277,0
"210,000",33,AC Ajaccio,Ligue 1 Uber Eats,GLP,Defender,355,10
"210,000",22,Torino,Serie A,ITA,Goalkeeper,69,0
"209,000",19,Brianza,Serie A,ARG,Defender,0,0
"208,000",20,Brighton,Premier League,NIR,Forward,0,0
"208,000",19,Man City,Premier League,SCO,Goalkeeper,0,0
"208,000",19,Brentford,Premier League,ENG,Forward,12,0
"208,000",20,Brighton,Premier League,ENG,Defender,6,0
"208,000",22,Brighton,Premier League,NED,Defender,72,0
"208,000",21,SV Werder,Bundesliga,ENG,Defender,74,0
"206,000",20,Montpellier,Ligue 1 Uber Eats,FRA,Defender,28,0
"206,000",24,Strasbourg,Ligue 1 Uber Eats,FRA,Midfilder,159,0
"204,000",31,Cadiz,La Liga,ESP,Forward,352,0
"204,000",33,AC Ajaccio,Ligue 1 Uber Eats,FRA,Goalkeeper,305,0
"203,000",22,Troyes,Ligue 1 Uber Eats,SEN,Forward,105,0
"203,000",27,VTSC,Primiera Liga,POR,Forward,234,0
"203,000",29,BRG,Primiera Liga,BRA,Midfilder,170,0
"202,000",22,VfB Stuttgart,Bundesliga,DEN,Defender,87,0
"202,000",24,Vigo,La Liga,USA,Midfilder,72,11
"202,000",21,1. FC Koln,Bundesliga,GER,Midfilder,64,0
"202,000",23,MRT,Primiera Liga,CZE,Goalkeeper,64,0
"202,000",29,Troyes,Ligue 1 Uber Eats,FRA,Goalkeeper,183,0
"202,000",31,Borussia Dortmund,Bundesliga,GER,Goalkeeper,219,0
"202,000",22,FC Augsburg,Bundesliga,GER,Defender,90,0
"202,000",22,FC Augsburg,Bundesliga,CRO,Defender,96,0
"201,000",25,P. Ferreira,Primiera Liga,BRA,Forward,114,0
"200,000",20,Girona,La Liga,BRA,Forward,46,0
"199,000",18,Troyes,Ligue 1 Uber Eats,FRA,Forward,32,0
"196,000",24,Spezia,Serie A,POR,Defender,110,0
"193,000",22,AJ Auxerre,Ligue 1 Uber Eats,MLI,Forward,39,5
"193,000",22,Estoril Praia,Primiera Liga,ESP,Forward,78,0
"192,000",22,Valladolid,La Liga,ESP,Midfilder,122,0
"192,000",24,MRT,Primiera Liga,VEN,Forward,97,0
"191,000",26,Reims,Ligue 1 Uber Eats,FRA,Goalkeeper,93,0
"191,000",19,Benfica,Primiera Liga,FRA,Defender,4,0
"190,000",34,Girona,La Liga,ESP,Goalkeeper,399,0
"190,000",26,Valladolid,La Liga,ESP,Defender,253,0
"190,000",31,Girona,La Liga,ESP,Defender,332,0
"190,000",25,Cremonese,Serie A,SEN,Goalkeeper,47,0
"188,000",21,Toulouse FC,Ligue 1 Uber Eats,SWE,Defender,23,0
"187,000",20,SV Werder,Bundesliga,GER,Forward,43,0
"187,000",29,AJ Auxerre,Ligue 1 Uber Eats,GUF,Goalkeeper,136,28
"187,000",19,FC Lorient,Ligue 1 Uber Eats,FRA,Midfilder,10,0
"187,000",20,FC Lorient,Ligue 1 Uber Eats,FRA,Forward,25,0
"187,000",25,AJ Auxerre,Ligue 1 Uber Eats,MAD,Defender,185,20
"187,000",22,Toulouse FC,Ligue 1 Uber Eats,GRE,Midfilder,43,0
"186,000",20,Real San Sebastian,La Liga,ESP,Forward,75,0
"186,000",19,BRG,Primiera Liga,SWE,Defender,50,0
"186,000",25,VTSC,Primiera Liga,BRA,Forward,93,0
"186,000",22,Casa Pia,Primiera Liga,POR,Midfilder,80,0
"183,000",34,FC Nantes,Ligue 1 Uber Eats,SVN,Goalkeeper,184,0
"183,000",21,Barcelona,La Liga,MEX,Defender,100,3
"182,000",19,Chelsea,Premier League,ENG,Forward,0,0
"182,000",19,Aston Villa,Premier League,ENG,Defender,51,0
"182,000",18,Chelsea,Premier League,ENG,Defender,0,0
"182,000",22,Chelsea,Premier League,NED,Defender,51,0
"182,000",18,Chelsea,Premier League,ENG,Defender,0,0
"182,000",20,Chelsea,Premier League,ENG,Defender,0,0
"181,000",20,Udinese,Serie A,IRL,Defender,40,0
"181,000",22,Cadiz,La Liga,ESP,Defender,57,0
"181,000",23,Salento,Serie A,DEN,Midfilder,129,0
"181,000",27,Santa Clara,Primiera Liga,PAR,Forward,177,0
"179,000",30,Almeria,La Liga,ESP,Defender,363,0
"179,000",23,1. FC Koln,Bundesliga,GER,Midfilder,98,0
"179,000",26,FC Nantes,Ligue 1 Uber Eats,FRA,Goalkeeper,61,0
"179,000",26,Estoril Praia,Primiera Liga,POR,Midfilder,207,0
"179,000",22,Brest,Ligue 1 Uber Eats,SEN,Defender,78,0
"179,000",24,Reims,Ligue 1 Uber Eats,BEL,Defender,56,0
"179,000",22,Verona,Serie A,BEL,Forward,89,0
"179,000",22,Spezia,Serie A,SWE,Defender,81,0
"179,000",21,1. FC Koln,Bundesliga,LUX,Midfilder,60,6
"179,000",20,Hoffenheim,Bundesliga,GER,Forward,34,0
"179,000",18,Barcelona,La Liga,ESP,Defender,24,0
"179,000",19,Barcelona,La Liga,ESP,Midfilder,56,0
"178,000",24,Girona,La Liga,ESP,Defender,164,0
"177,000",34,MRT,Primiera Liga,MOZ,Defender,269,63
"177,000",29,VTSC,Primiera Liga,ANG,Defender,184,4
"177,000",29,VTSC,Primiera Liga,VEN,Defender,190,31
"176,000",28,Cadiz,La Liga,ESP,Goalkeeper,131,0
"174,000",24,Cadiz,La Liga,SEN,Defender,71,0
"174,000",23,Toulouse FC,Ligue 1 Uber Eats,AUS,Midfilder,106,3
"173,000",28,SC Freiburg,Bundesliga,NED,Forward,248,0
"173,000",23,Famalicao,Primiera Liga,POR,Defender,51,0
"172,000",26,AJ Auxerre,Ligue 1 Uber Eats,FRA,Midfilder,153,0
"172,000",27,Salernitana,Serie A,ITA,Defender,203,0
"172,000",18,Mainz 05,Bundesliga,GER,Forward,5,0
"172,000",18,VfL Wolfsburg,Bundesliga,GER,Defender,0,0
"172,000",26,VfL Wolfsburg,Bundesliga,GER,Goalkeeper,35,0
"172,000",28,VfL Bochum,Bundesliga,GHA,Midfilder,277,3
"171,000",29,Clermont,Ligue 1 Uber Eats,ANG,Defender,257,2
"171,000",20,PTM,Primiera Liga,COL,Defender,28,0
"170,000",34,P. Ferreira,Primiera Liga,ARG,Midfilder,339,19
"169,000",22,Rio Ave,Primiera Liga,ESP,Midfilder,68,0
"169,000",21,Espanyol,La Liga,ESP,Midfilder,108,0
"169,000",27,Estoril Praia,Primiera Liga,POR,Midfilder,202,0
"169,000",23,A. Bilbao,La Liga,ESP,Midfilder,136,0
"168,000",18,RB Leipzig,Bundesliga,GER,Defender,0,0
"168,000",31,AC Ajaccio,Ligue 1 Uber Eats,FRA,Forward,245,0
"168,000",25,AC Ajaccio,Ligue 1 Uber Eats,SUI,Midfilder,127,0
"168,000",20,MRT,Primiera Liga,ESP,Forward,46,0
"168,000",33,Rio Ave,Primiera Liga,BRA,Defender,278,0
"168,000",27,Famalicao,Primiera Liga,VEN,Forward,212,4
"168,000",25,AC Ajaccio,Ligue 1 Uber Eats,CIV,Defender,93,1
"168,000",23,AC Ajaccio,Ligue 1 Uber Eats,FRA,Forward,83,0
"167,000",20,Rennes,Ligue 1 Uber Eats,CMR,Defender,28,1
"166,000",20,Juventus,Serie A,ITA,Forward,33,0
"166,000",21,MRT,Primiera Liga,POR,Defender,74,0
"165,000",18,Salento,Serie A,CZE,Midfilder,30,0
"165,000",32,Salernitana,Serie A,ITA,Goalkeeper,251,0
"164,000",25,Spezia,Serie A,ITA,Defender,158,0
"164,000",33,Sampdoria,Serie A,ITA,Goalkeeper,322,0
"164,000",28,Spezia,Serie A,GHA,Forward,255,3
"164,000",21,Empoli,Serie A,ITA,Defender,113,0
"164,000",32,Salento,Serie A,ITA,Defender,270,0
"164,000",25,Lazio,Serie A,LTU,Goalkeeper,51,0
"164,000",31,Atalanta,Serie A,ITA,Goalkeeper,142,0
"163,000",18,LOSC,Ligue 1 Uber Eats,CMR,Midfilder,2,0
"163,000",18,LOSC,Ligue 1 Uber Eats,CMR,Midfilder,2,0
"162,000",21,1. FC Koln,Bundesliga,CRO,Defender,92,0
"162,000",22,Angers SCO,Ligue 1 Uber Eats,FRA,Midfilder,79,0
"161,000",20,Sampdoria,Serie A,ESP,Midfilder,8,0
"161,000",23,Almeria,La Liga,ESP,Defender,128,0
"160,000",25,Casa Pia,Primiera Liga,BRA,Forward,97,0
"160,000",21,Estoril Praia,Primiera Liga,POR,Forward,53,0
"160,000",31,Girona,La Liga,ESP,Forward,432,0
"160,000",26,Elche,La Liga,ARG,Goalkeeper,58,0
"159,000",20,Sampdoria,Serie A,ARG,Defender,24,0
"159,000",22,Cremonese,Serie A,ITA,Goalkeeper,89,0
"159,000",24,Bologna,Serie A,NGA,Forward,113,0
"159,000",21,Salento,Serie A,NOR,Midfilder,45,1
"159,000",21,Brest,Ligue 1 Uber Eats,ARG,Goalkeeper,4,0
"158,000",29,BVT,Primiera Liga,COL,Midfilder,206,10
"157,000",24,BVT,Primiera Liga,POR,Defender,105,0
"157,000",21,Famalicao,Primiera Liga,BRA,Goalkeeper,58,0
"157,000",33,Rio Ave,Primiera Liga,GRE,Defender,287,39
"157,000",26,Estoril Praia,Primiera Liga,CMR,Midfilder,97,11
"157,000",19,Benfica,Primiera Liga,POR,Midfilder,40,0
"157,000",25,BVT,Primiera Liga,CGO,Midfilder,147,14
"157,000",33,Estoril Praia,Primiera Liga,POR,Defender,363,0
"157,000",28,PTM,Primiera Liga,COL,Forward,207,0
"157,000",28,MRT,Primiera Liga,BRA,Defender,129,0
"157,000",22,Famalicao,Primiera Liga,BRA,Midfilder,75,0
"157,000",20,Gil Vicente,Primiera Liga,POR,Defender,60,0
"157,000",29,Gil Vicente,Primiera Liga,POR,Defender,259,0
"157,000",19,Sporting CP,Primiera Liga,POR,Midfilder,9,0
"156,000",19,Sampdoria,Serie A,ITA,Forward,1,0
"156,000",18,Chelsea,Premier League,ENG,Forward,0,0
"156,000",18,Man City,Premier League,ENG,Midfilder,0,0
"156,000",19,Arsenal,Premier League,NED,Midfilder,0,0
"156,000",20,Tottenham,Premier League,ENG,Defender,2,0
"156,000",18,Brentford,Premier League,UKR,Midfilder,21,0
"156,000",21,Crystal Palace,Premier League,NIR,Defender,115,0
"156,000",19,Tottenham,Premier League,ENG,Midfilder,0,0
"156,000",19,Leicester,Premier League,ENG,Forward,1,0
"156,000",19,Man City,Premier League,ENG,Midfilder,3,0
"156,000",18,Man City,Premier League,POR,Forward,1,0
"156,000",18,Aston Villa,Premier League,POL,Goalkeeper,0,0
"156,000",22,Leicester,Premier League,RSA,Midfilder,14,0
"156,000",18,Man City,Premier League,ENG,Goalkeeper,0,0
"156,000",18,Man City,Premier League,ENG,Forward,0,0
"156,000",18,Man City,Premier League,ENG,Midfilder,0,0
"156,000",18,Wolves,Premier League,ENG,Midfilder,0,0
"156,000",18,Man City,Premier League,SCO,Midfilder,0,0
"156,000",18,Man City,Premier League,SCO,Forward,1,0
"156,000",20,Man City,Premier League,ENG,Defender,0,0
"155,000",21,Espanyol,La Liga,ESP,Goalkeeper,21,0
"155,000",24,AC Ajaccio,Ligue 1 Uber Eats,FRA,Midfilder,20,0
"153,000",25,A. Bilbao,La Liga,ESP,Forward,224,0
"153,000",23,Vallecano,La Liga,ESP,Forward,148,0
"150,000",24,Famalicao,Primiera Liga,PAN,Midfilder,94,39
"150,000",33,Estoril Praia,Primiera Liga,MOZ,Defender,353,58
"150,000",25,BVT,Primiera Liga,VEN,Forward,119,20
"150,000",21,Getafe,La Liga,ESP,Forward,55,0
"150,000",23,Rio Ave,Primiera Liga,BRA,Defender,102,0
"150,000",20,Chaves,Primiera Liga,ESP,Forward,65,0
"149,000",23,Girona,La Liga,URU,Defender,114,0
"148,000",22,Real Hispalis,La Liga,ARG,Midfilder,93,0
"147,000",19,Toulouse FC,Ligue 1 Uber Eats,ALG,Midfilder,6,0
"147,000",20,Reims,Ligue 1 Uber Eats,SEN,Midfilder,36,1
"147,000",19,Reims,Ligue 1 Uber Eats,MLI,Midfilder,14,0
"147,000",25,Angers SCO,Ligue 1 Uber Eats,ALG,Midfilder,83,3
"147,000",22,SV Werder,Bundesliga,GER,Defender,91,0
"147,000",19,Angers SCO,Ligue 1 Uber Eats,FRA,Defender,38,0
"147,000",22,Reims,Ligue 1 Uber Eats,FRA,Goalkeeper,3,0
"147,000",23,Brianza,Serie A,ITA,Midfilder,92,0
"146,000",26,VfL Bochum,Bundesliga,GAM,Defender,149,6
"146,000",22,Santa Clara,Primiera Liga,BRA,Midfilder,18,0
"146,000",23,Famalicao,Primiera Liga,BRA,Defender,101,0
"146,000",27,BRG,Primiera Liga,POR,Goalkeeper,163,0
"145,000",21,Toulouse FC,Ligue 1 Uber Eats,NED,Forward,67,0
"144,000",22,Mallorca,La Liga,ESP,Goalkeeper,57,0
"144,000",27,Arouca,Primiera Liga,POR,Defender,232,0
"144,000",21,FC Lorient,Ligue 1 Uber Eats,CMR,Defender,70,0
"143,000",20,Spezia,Serie A,LVA,Forward,106,23
"143,000",35,P. Ferreira,Primiera Liga,POR,Defender,341,13
"143,000",24,Clermont,Ligue 1 Uber Eats,FRA,Goalkeeper,28,0
"143,000",19,RB Leipzig,Bundesliga,USA,Forward,64,0
"141,000",23,P. Ferreira,Primiera Liga,ESP,Forward,67,0
"141,000",41,BVT,Primiera Liga,BRA,Goalkeeper,354,0
"141,000",23,Famalicao,Primiera Liga,POR,Defender,92,0
"141,000",26,Famalicao,Primiera Liga,ESP,Defender,142,0
"141,000",27,Famalicao,Primiera Liga,POR,Forward,233,0
"141,000",24,Gil Vicente,Primiera Liga,ESP,Forward,149,0
"141,000",20,Benfica,Primiera Liga,POR,Forward,25,0
"141,000",24,MRT,Primiera Liga,POR,Midfilder,135,0
"141,000",25,Rio Ave,Primiera Liga,BRA,Defender,88,0
"141,000",26,Santa Clara,Primiera Liga,ESP,Defender,136,0
"141,000",25,Rio Ave,Primiera Liga,POR,Midfilder,113,0
"141,000",32,Famalicao,Primiera Liga,POR,Defender,275,0
"141,000",21,Chaves,Primiera Liga,POR,Defender,38,0
"141,000",25,Gil Vicente,Primiera Liga,ESP,Defender,131,0
"141,000",31,Rio Ave,Primiera Liga,POR,Midfilder,241,0
"141,000",24,VTSC,Primiera Liga,BRA,Forward,140,0
"141,000",21,Estoril Praia,Primiera Liga,POR,Defender,44,0
"141,000",22,AC Ajaccio,Ligue 1 Uber Eats,FRA,Defender,31,0
"140,000",21,Hoffenheim,Bundesliga,GER,Goalkeeper,47,0
"140,000",19,AJ Auxerre,Ligue 1 Uber Eats,FRA,Defender,18,0
"140,000",19,Inter,Serie A,ITA,Defender,1,0
"139,000",22,Santa Clara,Primiera Liga,BRA,Forward,36,0
"139,000",25,Elche,La Liga,ESP,Midfilder,210,0
"138,000",18,Vigo,La Liga,SWE,Midfilder,58,0
"138,000",23,Atletico Pamplona,La Liga,ESP,Defender,140,0
"138,000",24,Getafe,La Liga,ESP,Defender,154,0
"138,000",24,Almeria,La Liga,ESP,Defender,152,0
"138,000",24,Mallorca,La Liga,ESP,Midfilder,197,0
"138,000",23,Getafe,La Liga,ESP,Midfilder,88,0
"138,000",23,Vallecano,La Liga,ESP,Defender,133,0
"138,000",21,Valencia,La Liga,GEO,Goalkeeper,80,3
"138,000",23,Vallecano,La Liga,ESP,Defender,77,0
"138,000",19,Girona,La Liga,ESP,Defender,55,0
"138,000",24,Cadiz,La Liga,PAR,Defender,117,21
"138,000",22,Elche,La Liga,ARG,Defender,49,0
"138,000",19,Almeria,La Liga,SRB,Forward,18,0
"138,000",25,Real San Sebastian,La Liga,ESP,Goalkeeper,104,0
"137,000",22,Angers SCO,Ligue 1 Uber Eats,FRA,Forward,17,0
"137,000",32,Famalicao,Primiera Liga,POR,Midfilder,382,0
"136,000",19,Sampdoria,Serie A,SVN,Goalkeeper,10,0
"136,000",30,Atletico Pamplona,La Liga,ESP,Defender,258,0
"135,000",27,Montpellier,Ligue 1 Uber Eats,MLI,Defender,177,28
"135,000",20,MRT,Primiera Liga,POR,Defender,66,0
"135,000",23,VTSC,Primiera Liga,POR,Forward,132,0
"135,000",26,Gil Vicente,Primiera Liga,IRN,Forward,272,3
"134,000",18,Eintracht Frankfurt,Bundesliga,ALB,Goalkeeper,28,0
"134,000",21,VfL Bochum,Bundesliga,GER,Midfilder,69,0
"134,000",22,Cremonese,Serie A,ITA,Defender,102,0
"134,000",29,Mallorca,La Liga,ESP,Forward,323,0
"134,000",21,Gil Vicente,Primiera Liga,ESP,Midfilder,58,0
"134,000",36,AC Ajaccio,Ligue 1 Uber Eats,FRA,Midfilder,426,0
"133,000",27,SV Werder,Bundesliga,GER,Goalkeeper,125,0
"133,000",22,Girona,La Liga,MLI,Midfilder,51,0
"133,000",22,Cremonese,Serie A,ITA,Goalkeeper,55,0
"132,000",27,VTSC,Primiera Liga,BRA,Forward,165,0
"132,000",21,Famalicao,Primiera Liga,ESP,Midfilder,102,0
"132,000",37,P. Ferreira,Primiera Liga,BRA,Midfilder,348,0
"132,000",30,BVT,Primiera Liga,BRA,Goalkeeper,42,0
"132,000",27,BVT,Primiera Liga,CUW,Forward,127,10
"132,000",27,Santa Clara,Primiera Liga,BRA,Forward,174,0
"132,000",22,Estoril Praia,Primiera Liga,POR,Defender,56,0
"132,000",32,Famalicao,Primiera Liga,POR,Forward,265,0
"130,000",20,Liverpool,Premier League,WAL,Defender,5,0
"130,000",18,Liverpool,Premier League,ENG,Defender,0,0
"130,000",19,Liverpool,Premier League,ENG,Midfilder,2,0
"130,000",19,Liverpool,Premier League,ENG,Goalkeeper,0,0
"130,000",18,Chelsea,Premier League,ENG,Goalkeeper,0,0
"130,000",19,Liverpool,Premier League,ENG,Forward,13,0
"130,000",18,Chelsea,Premier League,FIN,Midfilder,0,0
"130,000",18,Liverpool,Premier League,ENG,Forward,0,0
"130,000",18,Brentford,Premier League,ENG,Forward,0,0
"130,000",18,Liverpool,Premier League,ENG,Forward,0,0
"130,000",18,Liverpool,Premier League,ENG,Midfilder,16,0
"130,000",19,Liverpool,Premier League,FRA,Defender,9,0
"130,000",19,Leicester,Premier League,ENG,Forward,0,0
"130,000",21,Tottenham,Premier League,ENG,Defender,0,0
"130,000",20,Arsenal,Premier League,EST,Goalkeeper,10,14
"130,000",21,Everton,Premier League,ENG,Forward,62,0
"130,000",20,Chelsea,Premier League,USA,Goalkeeper,23,0
"130,000",19,Liverpool,Premier League,ENG,Defender,0,0
"130,000",19,Liverpool,Premier League,ENG,Midfilder,0,0
"130,000",23,Newcastle,Premier League,PER,Midfilder,63,0
"130,000",20,Liverpool,Premier League,USA,Midfilder,0,0
"130,000",19,Man UFC,Premier League,FRA,Forward,0,0
"130,000",21,Liverpool,Premier League,NGA,Defender,0,0
"130,000",20,Fulham,Premier League,BUL,Forward,38,0
"130,000",22,Southampton,Premier League,ENG,Defender,26,0
"130,000",19,Brentford,Premier League,ENG,Defender,0,0
"130,000",19,Brentford,Premier League,ENG,Midfilder,2,0
"130,000",18,Valencia,La Liga,ESP,Defender,9,0
"130,000",19,Leicester,Premier League,WAL,Midfilder,0,0
"130,000",20,Fulham,Premier League,ENG,Goalkeeper,40,0
"130,000",20,Chelsea,Premier League,FIN,Goalkeeper,23,0
"130,000",19,Newcastle,Premier League,ENG,Defender,0,0
"130,000",18,Newcastle,Premier League,ENG,Defender,0,0
"130,000",19,Chelsea,Premier League,ENG,Forward,16,0
"130,000",19,Liverpool,Premier League,POL,Goalkeeper,31,0
"130,000",20,Brentford,Premier League,FRA,Defender,5,0
"130,000",18,Chelsea,Premier League,ENG,Defender,6,0
"130,000",18,Chelsea,Premier League,MAR,Goalkeeper,5,0
"130,000",20,Aston Villa,Premier League,ENG,Defender,5,0
"130,000",18,Chelsea,Premier League,ENG,Defender,0,0
"130,000",19,Man UFC,Premier League,ENG,Defender,6,0
"130,000",19,Wolves,Premier League,POR,Defender,13,0
"129,000",19,Montpellier,Ligue 1 Uber Eats,CGO,Forward,25,10
"129,000",23,Fiorentina,Serie A,ITA,Goalkeeper,43,0
"129,000",22,MRT,Primiera Liga,BRA,Midfilder,47,0
"128,000",18,OL,Ligue 1 Uber Eats,FRA,Midfilder,6,0
"128,000",19,Valencia,La Liga,URU,Defender,43,0
"128,000",24,Famalicao,Primiera Liga,ALB,Defender,70,8
"128,000",25,VIZ,Primiera Liga,MLI,Forward,88,1
"128,000",26,VIZ,Primiera Liga,POR,Defender,154,0
"128,000",24,Estoril Praia,Primiera Liga,FRA,Midfilder,110,0
"128,000",27,Salento,Serie A,ITA,Goalkeeper,145,0
"128,000",25,Cremonese,Serie A,ITA,Defender,134,0
"128,000",23,Angers SCO,Ligue 1 Uber Eats,BIH,Defender,77,0
"128,000",20,Brest,Ligue 1 Uber Eats,FRA,Defender,24,0
"128,000",20,Angers SCO,Ligue 1 Uber Eats,FRA,Midfilder,11,0
"127,000",32,Almeria,La Liga,ESP,Goalkeeper,404,0
"126,000",35,AC Ajaccio,Ligue 1 Uber Eats,GLP,Defender,411,13
"125,000",20,P. Ferreira,Primiera Liga,BRA,Forward,26,0
"125,000",21,Vigo,La Liga,ESP,Defender,46,0
"124,000",28,VTSC,Primiera Liga,GHA,Midfilder,104,0
"124,000",24,VTSC,Primiera Liga,FRA,Midfilder,85,0
"124,000",23,BVT,Primiera Liga,MNE,Midfilder,92,3
"124,000",20,Lazio,Serie A,ITA,Midfilder,1,0
"123,000",25,VfL Bochum,Bundesliga,GER,Defender,180,0
"123,000",31,Rio Ave,Primiera Liga,BRA,Goalkeeper,123,0
"123,000",26,Chaves,Primiera Liga,SEN,Midfilder,143,6
"123,000",21,MRT,Primiera Liga,POR,Defender,39,0
"123,000",20,Benfica,Primiera Liga,POR,Goalkeeper,12,0
"123,000",21,Toulouse FC,Ligue 1 Uber Eats,FRA,Defender,48,0
"123,000",20,Benfica,Primiera Liga,ALB,Defender,7,1
"123,000",20,VTSC,Primiera Liga,ITA,Defender,40,0
"123,000",26,PTM,Primiera Liga,MAR,Defender,122,0
"123,000",26,Chaves,Primiera Liga,ESP,Forward,207,0
"123,000",34,Rio Ave,Primiera Liga,POR,Midfilder,366,0
"123,000",32,MRT,Primiera Liga,GEO,Goalkeeper,204,17
"123,000",25,Famalicao,Primiera Liga,RUS,Goalkeeper,73,0
"123,000",34,Gil Vicente,Primiera Liga,POR,Midfilder,415,0
"123,000",31,Gil Vicente,Primiera Liga,RUS,Goalkeeper,202,2
"123,000",26,Rio Ave,Primiera Liga,GHA,Forward,155,7
"123,000",25,VIZ,Primiera Liga,POR,Defender,156,0
"123,000",34,VIZ,Primiera Liga,BRA,Midfilder,402,0
"123,000",31,BVT,Primiera Liga,FRA,Defender,225,0
"123,000",27,Chaves,Primiera Liga,CPV,Defender,237,23
"122,000",35,AC Ajaccio,Ligue 1 Uber Eats,TUN,Forward,332,6
"120,000",19,Sampdoria,Serie A,ITA,Midfilder,3,0
"120,000",24,Cadiz,La Liga,MLI,Midfilder,56,0
"119,000",19,LOSC,Ligue 1 Uber Eats,FRA,Midfilder,46,0
"119,000",27,Chaves,Primiera Liga,BRA,Defender,159,0
"119,000",29,PTM,Primiera Liga,BRA,Forward,187,0
"119,000",28,BVT,Primiera Liga,GAM,Forward,176,6
"119,000",25,VTSC,Primiera Liga,POR,Defender,134,0
"116,000",21,Toulouse FC,Ligue 1 Uber Eats,NOR,Defender,98,0
"114,000",21,Arsenal,Premier League,ENG,Midfilder,81,0
"114,000",19,Empoli,Serie A,ITA,Midfilder,0,0
"113,000",21,Reims,Ligue 1 Uber Eats,NOR,Forward,37,0
"113,000",20,Benfica,Primiera Liga,POR,Defender,33,0
"113,000",27,Gil Vicente,Primiera Liga,BRA,Midfilder,147,0
"112,000",19,Hoffenheim,Bundesliga,ESP,Goalkeeper,12,0
"112,000",19,Sporting CP,Primiera Liga,POR,Defender,33,0
"112,000",22,Hertha Berlin,Bundesliga,GER,Forward,25,0
"112,000",35,MRT,Primiera Liga,POR,Forward,353,0
"112,000",24,Casa Pia,Primiera Liga,JPN,Forward,158,0
"112,000",28,PTM,Primiera Liga,BRA,Midfilder,182,0
"112,000",24,Gil Vicente,Primiera Liga,POR,Defender,116,0
"112,000",30,Salento,Serie A,ALB,Defender,258,13
"112,000",26,Casa Pia,Primiera Liga,NGA,Forward,172,0
"112,000",25,VTSC,Primiera Liga,JPN,Defender,186,5
"112,000",23,Espanyol,La Liga,BRA,Midfilder,58,0
"112,000",30,Rio Ave,Primiera Liga,POR,Defender,260,0
"112,000",28,Chaves,Primiera Liga,POR,Midfilder,218,0
"112,000",20,Famalicao,Primiera Liga,POR,Defender,34,0
"112,000",24,Rio Ave,Primiera Liga,GHA,Forward,111,0
"112,000",23,BRG,Primiera Liga,ESP,Midfilder,48,0
"112,000",24,Famalicao,Primiera Liga,ROU,Midfilder,91,0
"112,000",23,Chaves,Primiera Liga,GHA,Midfilder,95,0
"112,000",22,Toulouse FC,Ligue 1 Uber Eats,NED,Forward,56,0
"112,000",27,MRT,Primiera Liga,BRA,Defender,125,0
"112,000",30,MRT,Primiera Liga,BRA,Defender,233,0
"112,000",31,MRT,Primiera Liga,POR,Defender,272,0
"112,000",28,VIZ,Primiera Liga,BRA,Defender,140,0
"112,000",23,Famalicao,Primiera Liga,POR,Midfilder,60,0
"112,000",27,Estoril Praia,Primiera Liga,BRA,Defender,75,0
"112,000",26,Rio Ave,Primiera Liga,COL,Forward,162,0
"112,000",31,AC Ajaccio,Ligue 1 Uber Eats,FRA,Forward,277,0
"112,000",28,MRT,Primiera Liga,BRA,Defender,133,0
"112,000",19,Hertha Berlin,Bundesliga,GER,Forward,36,0
"112,000",23,VIZ,Primiera Liga,MNE,Forward,106,12
"111,000",23,Elche,La Liga,ARG,Defender,84,0
"111,000",19,Famalicao,Primiera Liga,FRA,Forward,4,0
"110,000",20,Sporting CP,Primiera Liga,POR,Forward,2,0
"110,000",25,Sporting CP,Primiera Liga,POR,Goalkeeper,74,0
"110,000",34,Rio Ave,Primiera Liga,POR,Forward,316,1
"110,000",23,Gil Vicente,Primiera Liga,JPN,Midfilder,116,0
"110,000",24,Estoril Praia,Primiera Liga,POR,Goalkeeper,107,0
"107,000",24,Casa Pia,Primiera Liga,CMR,Defender,60,1
"106,000",21,Toulouse FC,Ligue 1 Uber Eats,CPV,Defender,30,3
"106,000",19,Mallorca,La Liga,COL,Forward,42,0
"105,000",30,VIZ,Primiera Liga,IRQ,Midfilder,205,20
"105,000",29,P. Ferreira,Primiera Liga,CHI,Defender,254,9
"105,000",33,Casa Pia,Primiera Liga,BRA,Forward,300,0
"105,000",24,MRT,Primiera Liga,POR,Forward,132,0
"105,000",19,Famalicao,Primiera Liga,POR,Forward,32,0
"105,000",22,Rio Ave,Primiera Liga,POR,Defender,47,0
"105,000",25,Santa Clara,Primiera Liga,POR,Defender,152,0
"105,000",30,Santa Clara,Primiera Liga,POR,Forward,266,0
